Q3,Q4,Q40,Q91,Q41,Q42,Q43,Q5,Q6,Q7,Q9,Q11,Q44,Q23,Q21,Q41,Q43,Q45,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q65,Q57,Q58,Q100,Q101,Q103,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q123,Q115,Q116,Q117,Q118,Q82,Q122,Q13,Q15,Q17,Q19,Q25,Q27,Q29,Q31,Q33,Q71,Q35,Q119,Q120,Q37,Q46,Q49,Q51,Q53,Q72,Q74,Q75,Q121,Q55
Trinity,Asian,Woman,Yes,Heterosexual,No,No,No,TX,78260,,,Suburban,"$250,000-$500,000",No,Political Science,Not interested at all,Not interested at all,Slightly interested,Somewhat favorable,Somewhat likely,Yes,Humanitarian Challenges,Strongly agree,Dorm,A little,No,Yes,Somewhat favorable,Not at all,Not at all,4-7,3-5,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Career Center",Thompson Writing Program Writing Studio,"Blue Devils Care,Counseling and Psychological Services (CAPS)",None of these,"Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden)","Women’s Center,Center for Muslim Life",Center for Muslim Life,No,,4,ACT,,34,Public (non-charter),No,9,4,No,No,No,No,,No,"Duke’s ""brand name""",Muslim,Religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,White,Gender queer/Nonbinary,,Gay / Lesbian,No,No,No,FL,34238,,,Suburban,"Above $500,000",Yes,Computer Science,Not interested at all,Not interested at all,Not interested at all,Somewhat favorable,Somewhat likely,No,,Strongly agree,Other,A little,No,Yes,Neither favorable nor unfavorable,Not at all,Not at all,11-13,3-5,0-2,6+,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Ask a Librarian (Duke Libraries),Career Center","Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",DuWell,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Arts Annex","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Arts Annex","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity",No,,4,"SAT,ACT",1570,36,Public (charter),No,19,10,No,No,No,No,,No,Financial aid award / scholarship,Jewish,Somewhat religious,Moderate,Yes,I am NOT from Durham; I am voting in Durham,No,,"Drank alcohol,Used drugs,Had sex"
Trinity,"White,Asian",Woman,Yes,Heterosexual,No,No,No,PA,19096,,,Suburban,"$250,000-$500,000",No,Public Policy Studies,Moderately interested,Slightly interested,Slightly interested,Strongly unfavorable,Somewhat likely,Yes,Knowledge in the Service of Society,Strongly agree,Clubs / Extracurriculars,A little,No,Yes,Somewhat unfavorable,Not at all,Not at all,8-10,6-7,0-2,6+,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",None of these,None of these,None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Women’s Center,Freeman Center for Jewish Life",Yes,No,3.93,SAT,1510,,Private (non-denominational),No,7,2,Yes,No,Yes,No,,Yes,Student life / campus culture,Other,Not very religious,Very liberal,No,,,,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
Trinity,"White,Hispanic or Latinx/e",Man,Yes,Heterosexual,No,No,No,IL,60061,,,Suburban,"$125,000-$250,000",Yes,Statistical Science,Not interested at all,Not interested at all,Not interested at all,Neither favorable nor unfavorable,Very unlikely,Yes,The American Experiences,Somewhat agree,Orientation Week,A moderate amount,No,Yes,Strongly favorable,Somewhat,A little,11-13,3-5,0-2,0-2,0-2,Quite a bit,Ask a Librarian (Duke Libraries),None of these,None of these,None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Weight/exercise rooms at Wilson Recreation Center",Weight/exercise rooms at Wilson Recreation Center,"Women’s Center,Freeman Center for Jewish Life",None of these,No,,3.98,SAT,1550,,Public (non-charter),No,13,10,No,No,No,No,,Yes,"Duke’s ""brand name""",Atheist,Religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,Had sex
Trinity,White,Woman,Yes,Bisexual,Yes,No,No,CT,06902,,,Suburban,"$250,000-$500,000",No,Statistical Science,Very interested,Not interested at all,Not interested at all,Somewhat favorable,Somewhat likely,No,,Somewhat agree,Dorm,A little,No,Yes,Somewhat unfavorable,Somewhat,Quite a bit,8-10,3-5,0-2,3-5,0-2,Don’t know,"Group tutoring (Academic Resource Center),Ask a Librarian (Duke Libraries),Pre-professional advising",None of these,"Duke Reach,Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell,Peer for You",DuWell,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Arts Annex","Student Health at the Student Wellness Center,None of these","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,Yes,Yes,3.95,ACT,,35,Private (non-denominational),No,8,1,Yes,No,Yes,Yes,Class of 2024,No,Student life / campus culture,Other,Somewhat religious,Very liberal,Yes,I am NOT from Durham; I am voting in Durham,No,,"Drank alcohol,Used drugs,Obtained a fake ID"
Pratt,Asian,Woman,Yes,Heterosexual,No,No,Yes,,,Vancouver,Canada,Urban,"$40,000-$80,000",No,Undecided,Moderately interested,Moderately interested,Moderately interested,Somewhat favorable,Somewhat unlikely,No,,Neither agree nor disagree,Dorm,None at all,No,Yes,Somewhat favorable,Not at all,Not at all,11-13,6-7,0-2,6+,0-2,Quite a bit,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),GRE/MCAT Prep (ARC),Study Connect (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Pre-professional advising,Career Center",Group tutoring (Academic Resource Center),"Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,Student Health at the Student Wellness Center,None of these,"Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",International House,No,,3.7,ACT,,34,Public (non-charter),No,3,3,Yes,No,Yes,No,,Yes,Other,Agnostic,Not very religious,Somewhat liberal,Ineligible to vote,,,,
Trinity,Black or African American,Woman,Yes,Heterosexual,No,No,No,FL,33426,,,Suburban,"$80,000-$125,000",Yes,Neuroscience,Slightly interested,Moderately interested,Extremely interested,Strongly unfavorable,Somewhat likely,Yes,Knowledge in the Service of Society,Strongly agree,Other,A moderate amount,No,Yes,Somewhat favorable,Somewhat,A little,11-13,6-7,0-2,6+,3-5,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Ask a Librarian (Duke Libraries),Pre-professional advising,Career Center",STEM Advancement through Group Engagement Program (SAGE) (ARC),Blue Devils Care,None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)","Women’s Center,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,3.97,SAT,1420,,Public (charter),No,14,,No,No,Yes,No,,No,Academics and interdisciplinary curriculum,Other,Somewhat religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,White,Woman,Yes,Bisexual,No,No,No,IL,60611,,,Urban,"$250,000-$500,000",No,Public Policy Studies,Slightly interested,Moderately interested,Slightly interested,Strongly unfavorable,Somewhat unlikely,Yes,Modeling in Economic and Social Sciences,Strongly agree,Orientation Week,A little,No,Yes,Somewhat favorable,Quite a bit,A little,8-10,8+,0-2,6+,6+,A little,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Student Disability Access Office,Career Center",None of these,"Duke Reach,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Outdoor Adventures with Personal Trip Plans,Arts Annex","Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,4,ACT,,36,Public (non-charter),Yes,12,8,No,No,No,No,,No,Academics and interdisciplinary curriculum,Agnostic,Not very religious,Very liberal,Yes,I am NOT from Durham; I am voting in Durham,Yes,Marion T Johnson,Drank alcohol
Trinity,"White,Hispanic or Latinx/e",Gender queer/Nonbinary,,Pansexual,No,No,No,NC,27517,,,Suburban,"$250,000-$500,000",No,Computer Science,Not interested at all,Not interested at all,Not interested at all,Neither favorable nor unfavorable,Very unlikely,No,,Somewhat agree,Clubs / Extracurriculars,A great deal,No,Yes,Strongly favorable,Somewhat,Quite a bit,8-10,0-2,3-5,0-2,0-2,Don’t know,"Group tutoring (Academic Resource Center),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Student Disability Access Office,Career Center",Student Disability Access Office,"Duke Reach,Counseling and Psychological Services (CAPS)",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Outdoor Adventures with Personal Trip Plans","Student Health at the Student Wellness Center,Duke Health COVID-19 Hotline","Women’s Center,Freeman Center for Jewish Life,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",Mary Lou Williams Center for Black Culture,Yes,Yes,4,SAT,1580,,Public (non-charter),No,10,4,No,No,No,No,,No,Academics and interdisciplinary curriculum,Atheist,Not at all religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs,Had sex"
Trinity,White,Man,Yes,Heterosexual,No,No,Yes,,,Hong Kong ,Hong Kong,Suburban,"$80,000-$125,000",No,Economics,Not interested at all,Not interested at all,Not interested at all,Somewhat unfavorable,Somewhat unlikely,No,,Somewhat agree,Clubs / Extracurriculars,A little,No,Yes,Neither favorable nor unfavorable,Somewhat,Somewhat,11-13,3-5,0-2,0-2,3-5,Somewhat,Group tutoring (Academic Resource Center),Group tutoring (Academic Resource Center),None of these,None of these,Weight/exercise rooms at Wilson Recreation Center,Weight/exercise rooms at Wilson Recreation Center,International House,None of these,No,,3.86,SAT,1530,,Private (parochial),No,1,1,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Other,Somewhat religious,Moderate,No,,,,
Trinity,White,Man,Yes,Heterosexual,No,No,No,NC,27292,,,Rural,"Below $40,000",Yes,Visual and Media Studies,Not interested at all,Not interested at all,Not interested at all,Somewhat favorable,Somewhat likely,No,,Neither agree nor disagree,Other,None at all,No,Yes,Strongly favorable,A little,Not at all,11-13,3-5,0-2,0-2,3-5,Very much,"Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries)","Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries)",None of these,None of these,"Student Health at the Student Wellness Center,Arts Annex","Student Health at the Student Wellness Center,Arts Annex",None of these,None of these,Prefer not to say,,3.9,,,,Public (non-charter),No,3,3,Yes,No,Yes,No,,No,Other,Agnostic,Not at all religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,"White,Asian",Woman,Yes,Heterosexual,No,No,No,FL,34239,,,Suburban,"Above $500,000",No,Statistical Science,Very interested,Slightly interested,Slightly interested,Strongly unfavorable,Very likely,No,,Somewhat agree,Orientation Week,A moderate amount,No,Yes,Neither favorable nor unfavorable,Somewhat,Somewhat,11-13,3-5,0-2,3-5,3-5,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",None of these,"Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Outdoor Adventures with Personal Trip Plans,Arts Annex","Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,4,"SAT,ACT",1550,35,Public (non-charter),No,11,6,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Protestant,Religious,Somewhat conservative,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,White,Woman,Yes,Heterosexual,No,No,No,TX,75703,,,Suburban,"$250,000-$500,000",No,Statistical Science,Slightly interested,Moderately interested,Moderately interested,Somewhat unfavorable,Very likely,No,,Strongly agree,Clubs / Extracurriculars,A moderate amount,No,Yes,Somewhat unfavorable,Somewhat,Somewhat,4-7,3-5,0-2,6+,0-2,Very much,"Group tutoring (Academic Resource Center),Ask a Librarian (Duke Libraries),Pre-professional advising,Career Center","Directors of Academic Engagement (Academic Advising Center),Pre-professional advising","Counseling and Psychological Services (CAPS),DuWell",Counseling and Psychological Services (CAPS),"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Diet and nutrition lecture courses through the Department of Health, Wellness, and Physical Education (HWPE),Arts Annex","Weight/exercise rooms at Wilson Recreation Center,Diet and nutrition lecture courses through the Department of Health, Wellness, and Physical Education (HWPE)","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",Freeman Center for Jewish Life,Yes,Yes,4,"SAT,ACT",1480,34,Public (non-charter),No,5,4,Yes,No,Yes,Yes,Class of 2024,No,Student life / campus culture,Jewish,Somewhat religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Had sex,Obtained a fake ID"
Pratt,Asian,Man,Yes,Heterosexual,No,No,No,VA,20148,,,Suburban,"Above $500,000",No,Neuroscience,Not interested at all,Not interested at all,Not interested at all,Somewhat favorable,Very likely,No,,Somewhat agree,Dorm,None at all,No,Yes,Somewhat favorable,Somewhat,Somewhat,4-7,6-7,0-2,3-5,0-2,Not at all,"Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Pre-professional advising",None of these,None of these,None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Duke Health COVID-19 Hotline",Student Health at the Student Wellness Center,"Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,3.7,SAT,1590,,Public (charter),No,25,15,No,No,No,No,,No,Academics and interdisciplinary curriculum,Hindu,Religious,Moderate,No,,,,"Drank alcohol,Had sex"
Trinity,White,Man,Yes,Prefer not to say,No,No,No,VA,22181,,,Suburban,"$80,000-$125,000",Yes,Computer Science,Not interested at all,Slightly interested,Not interested at all,Strongly unfavorable,Neither likely nor unlikely,No,,Somewhat agree,Orientation Week,A moderate amount,No,Yes,Somewhat unfavorable,A little,Somewhat,11-13,3-5,0-2,0-2,3-5,Quite a bit,"Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Student Disability Access Office,Career Center",None of these,"Duke Reach,Counseling and Psychological Services (CAPS)",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex",Student Health at the Student Wellness Center,"Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,3.99,"SAT,ACT",1520,35,Public (non-charter),No,26,17,No,No,No,No,,No,Other,Other,Not very religious,Moderate,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,Black or African American,Woman,Yes,Heterosexual,No,No,No,GA,30017,,,Suburban,"$125,000-$250,000",Yes,Psychology,Not interested at all,Slightly interested,Slightly interested,Somewhat unfavorable,Somewhat likely,Yes,"Ethics, Leadership & Global Citizenship",Strongly agree,Orientation Week,A little,No,Yes,Somewhat favorable,Not at all,Somewhat,11-13,3-5,0-2,0-2,0-2,Somewhat,"Group tutoring (Academic Resource Center),Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",None of these,"Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,4,SAT,1350,,Public (non-charter),No,4,4,Yes,No,Yes,No,,No,Other,Protestant,Somewhat religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,"White,Hispanic or Latinx/e",Woman,Yes,Heterosexual,No,No,No,CA,94062,,,Suburban,"$250,000-$500,000",No,Chemistry,Moderately interested,Moderately interested,Moderately interested,Somewhat favorable,Very likely,No,,Somewhat disagree,Dorm,None at all,No,Yes,Neither favorable nor unfavorable,A little,A little,4-7,6-7,0-2,3-5,3-5,A little,"Group tutoring (Academic Resource Center),STEM Advancement through Group Engagement Program (SAGE) (ARC),Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Group tutoring (Academic Resource Center),STEM Advancement through Group Engagement Program (SAGE) (ARC)",Counseling and Psychological Services (CAPS),None of these,"Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Arts Annex","Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,Yes,No,3.9,ACT,,34,Private (non-denominational),Yes,12,2,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Atheist,Not at all religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
Pratt,Hispanic or Latinx/e,Man,Yes,Heterosexual,Yes,No,No,NY,11232,,,Urban,"Below $40,000",Yes,Electrical and Computer Engineering,Not interested at all,Slightly interested,Not interested at all,Neither favorable nor unfavorable,Somewhat likely,No,,Somewhat disagree,Orientation Week,None at all,No,Yes,Somewhat favorable,Not at all,Not at all,14+,6-7,3-5,0-2,3-5,Quite a bit,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC)",None of these,None of these,None of these,"Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center",Weight/exercise rooms at Wilson Recreation Center,"Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,4,SAT,1320,,Public (non-charter),No,6,3,Yes,No,No,No,,No,Financial aid award / scholarship,Catholic,Somewhat religious,Somewhat conservative,Yes,I am NOT from Durham; I am voting at home,,,Had sex
Pratt,Hispanic or Latinx/e,Woman,Yes,Heterosexual,Yes,No,No,VA,22042,,,Urban,"$80,000-$125,000",Yes,Biomedical Engineering,Moderately interested,Moderately interested,Moderately interested,Somewhat favorable,Somewhat likely,No,,Somewhat agree,Clubs / Extracurriculars,A moderate amount,No,Yes,Somewhat favorable,Somewhat,Quite a bit,11-13,6-7,3-5,6+,3-5,Quite a bit,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),GRE/MCAT Prep (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Pre-professional advising,Student Disability Access Office,Career Center","Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Ask a Librarian (Duke Libraries),Career Center","Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS)",Duke Reach,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Women’s Center,Disability Cultural Center","Women’s Center,Freeman Center for Jewish Life",No,,4,SAT,1200,,Private (parochial),No,10,8,No,No,No,No,,No,Financial aid award / scholarship,Catholic,Religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,Asian,Man,Yes,Heterosexual,No,No,Yes,,,"Seoul, ROK","Korea, South",Urban,"$250,000-$500,000",No,Economics,Not interested at all,Slightly interested,Not interested at all,Somewhat unfavorable,Very unlikely,No,,Somewhat agree,Orientation Week,A little,No,Yes,Strongly favorable,A little,A little,4-7,3-5,3-5,0-2,6+,A little,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Ask a Librarian (Duke Libraries),Career Center","Duke Reach,Counseling and Psychological Services (CAPS)",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",International House,Yes,No,3.96,SAT,1550,,Other,Yes,12,4,No,Yes,No,No,,Yes,Academics and interdisciplinary curriculum,Agnostic,Not very religious,Somewhat liberal,No,,,,Drank alcohol
Trinity,White,Woman,Yes,Heterosexual,No,No,No,NY,10583,,,Suburban,"Above $500,000",No,Biology,Moderately interested,Not interested at all,Not interested at all,Neither favorable nor unfavorable,Very likely,No,,Strongly agree,Dorm,A little,No,Yes,Neither favorable nor unfavorable,Somewhat,Quite a bit,8-10,3-5,0-2,0-2,0-2,Don’t know,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Study Connect (ARC),Subject Specialists (Duke Libraries),Pre-professional advising,Career Center",Drop-in tutoring (ARC),"Duke Reach,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Arts Annex",Student Health at the Student Wellness Center,"Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",Freeman Center for Jewish Life,Yes,Yes,3.94,ACT,,35,Public (non-charter),Yes,12,2,Yes,No,Yes,No,,Yes,Academics and interdisciplinary curriculum,Jewish,Not very religious,Somewhat liberal,No,,,,Drank alcohol
